"grid","D","K"
"1100-1000-0010-0110",2.12107491752036e-09,28.8125572754439
"1100-1000-0010-0111",2.195845386655e-09,28.7625763787683
"1100-1000-0010-1000",1.2120837352821e-09,29.6198634849581
"1100-1000-0010-1001",3.67807683225877e-09,28.0184012371073
"1100-1000-0010-1010",6.43140625315129e-10,30.534146725686
"1100-1000-0010-1011",4.53120502031599e-09,27.7174580850282
"1100-1000-0010-1100",1.84892186894603e-09,29.0106685928275
"1100-1000-0010-1101",1.05996450497371e-09,29.8133368999108
"1100-1000-0010-1110",4.11953772473566e-10,31.1767984948752
"1100-1000-0010-1111",1.45215137181398e-09,29.359161006725
"1100-1000-0011-0000",7.05191520390077e-09,27.0793377269809
"1100-1000-0011-0001",8.50234771435533e-09,26.8094915929487
"1100-1000-0011-0010",7.60137788512768e-09,26.9710918975535
"1100-1000-0011-0011",2.53795609255759e-08,25.2317576487841
"1100-1000-0011-0100",1.518900487938e-09,29.2943255004472
"1100-1000-0011-0101",3.55804301399283e-09,28.0662689022066
"1100-1000-0011-0110",2.38864433580292e-09,28.6411607985061
"1100-1000-0011-0111",2.09291423891525e-08,25.5099115634282
"1100-1000-0011-1000",3.62966223730187e-10,31.3594456461737
"1100-1000-0011-1001",4.13558043075688e-09,27.8492630274173
"1100-1000-0011-1010",2.95357676926458e-10,31.6568178379464
"1100-1000-0011-1011",9.39013960649412e-09,26.6662062468953
"1100-1000-0011-1100",6.4829720939338e-10,30.5226255860476
"1100-1000-0011-1101",2.32934361890304e-09,28.6774293760001
"1100-1000-0011-1110",2.33478667987452e-10,31.995990206196
"1100-1000-0011-1111",1.10262091437657e-08,26.4344878874373
"1100-1000-0100-0000",3.85168182955987e-09,27.9518643205543
"1100-1000-0100-0001",4.6374879477066e-09,27.6840093216451
"1100-1000-0100-0010",6.07588842864525e-09,27.2942574760683
"1100-1000-0100-0011",1.03306432469884e-08,26.5284946713676
"1100-1000-0100-0100",4.68733492712969e-09,27.6685849696781
"1100-1000-0100-0101",2.69861233428442e-09,28.4651351108143
"1100-1000-0100-0110",1.90077418662177e-09,28.9707657050569
"1100-1000-0100-0111",2.71923867059742e-09,28.4541500701205
"1100-1000-0100-1000",7.62887966687835e-10,30.2878097421039
"1100-1000-0100-1001",2.23853044374718e-09,28.7348009151308
"1100-1000-0100-1010",1.20148409023236e-09,29.6325353092179
"1100-1000-0100-1011",2.9593063071293e-09,28.3320938215621
"1100-1000-0100-1100",6.94706466097634e-10,30.4228774233526
"1100-1000-0100-1101",9.19877304181238e-10,30.0178395055887
"1100-1000-0100-1110",2.89914615954971e-10,31.6836528806202
"1100-1000-0100-1111",9.53395100689866e-10,29.9662067371734
"1100-1000-0101-0000",2.56883830164845e-09,28.5362367729152
"1100-1000-0101-0001",9.49012004223354e-09,26.6509265177157
"1100-1000-0101-0010",6.55631017860225e-09,27.184468744127
"1100-1000-0101-0011",1.37795385646582e-08,26.1128971817697
"1100-1000-0101-0100",2.58087033116437e-09,28.5294951950362
"1100-1000-0101-0101",2.6318632181604e-09,28.5012683419684
"1100-1000-0101-0110",2.36228846162519e-09,28.6571677094264
"1100-1000-0101-0111",8.82148297342039e-09,26.7563316473468
"1100-1000-0101-1000",1.66729551863432e-10,32.4817711124062
"1100-1000-0101-1001",4.03789181016336e-09,27.8837505978567
"1100-1000-0101-1010",6.62048100268714e-10,30.4923449108469
"1100-1000-0101-1011",1.02083176135765e-08,26.5456796373048
"1100-1000-0101-1100",1.58421721959584e-10,32.5555107850798
"1100-1000-0101-1101",1.55642896095194e-09,29.2591131236432
"1100-1000-0101-1110",1.11439511468858e-10,33.0630201103283
"1100-1000-0101-1111",4.90677622734857e-09,27.602577374929
"1100-1000-0110-0000",3.70729747536886e-09,28.0069849716264
"1100-1000-0110-0001",7.30917145402682e-09,27.0276449781662
"1100-1000-0110-0010",5.95957880999137e-09,27.3221424813876
"1100-1000-0110-0011",1.02060257984306e-08,26.5460035654658
"1100-1000-0110-0100",4.07799857521642e-09,27.8694915826849
"1100-1000-0110-0101",1.32610153879008e-09,29.4901616080226
"1100-1000-0110-0110",4.17998434920849e-09,27.8338553134412
"1100-1000-0110-0111",2.07581156838905e-09,28.8436773648612
"1100-1000-0110-1000",4.06797188395316e-10,31.1949712409224
"1100-1000-0110-1001",1.03160329254333e-09,29.8524645711242
"1100-1000-0110-1010",3.0853561401532e-10,31.5938439207703
"1100-1000-0110-1011",2.05661761654223e-09,28.8570792730548
"1100-1000-0110-1100",4.12813203153275e-10,31.1737918351397
"1100-1000-0110-1101",5.74672647831692e-10,30.6965405647023
"1100-1000-0110-1110",1.81626350311711e-10,32.3583074251751
"1100-1000-0110-1111",5.9558546103793e-10,30.6449724124561
"1100-1000-0111-0000",3.30823516309092e-09,28.1712910630785
"1100-1000-0111-0001",6.92672480155657e-09,27.1051794972191
"1100-1000-0111-0010",6.98344722641733e-09,27.0934134867812
"1100-1000-0111-0011",1.46687628412632e-08,26.0226775593922
"1100-1000-0111-0100",3.31195936270299e-09,28.169667882715
"1100-1000-0111-0101",2.70176358011002e-09,28.4634514179332
"1100-1000-0111-0110",3.79467292780588e-09,27.9733773124213
"1100-1000-0111-0111",1.10032909923068e-08,26.437489672787
"1100-1000-0111-1000",2.24884361190368e-10,32.0500976115355
"1100-1000-0111-1001",1.6036976483359e-09,29.2159506837416
"1100-1000-0111-1010",3.85884375189078e-10,31.2711123198522
"1100-1000-0111-1011",6.04294358592309e-09,27.3021013802076
"1100-1000-0111-1100",2.80747355371415e-10,31.7300085163119
"1100-1000-0111-1101",1.29458908053411e-09,29.5248586136435
"1100-1000-0111-1110",1.40373677685708e-10,32.7300085163119
"1100-1000-0111-1111",5.6593510258799e-09,27.3967162294495
"1100-1000-1000-0000",2.04458558702632e-09,28.8655443981682
"1100-1000-1000-0001",4.68103243547849e-09,27.6705260922814
"1100-1000-1000-0010",1.22468871858449e-09,29.6049377506539
"1100-1000-1000-0011",3.79782417363148e-09,27.9721797388363
"1100-1000-1000-0100",1.27081149839551e-09,29.5516028051528
"1100-1000-1000-0101",1.37709442578611e-09,29.4357253671766
"1100-1000-1000-0110",9.0268869058707e-10,30.0450524162969
"1100-1000-1000-0111",1.02530080089214e-09,29.8613056268981
"1100-1000-1000-1000",2.54276890436396e-09,28.5509525031175
"1100-1000-1000-1001",5.22218728680156e-09,27.5126986550688
"1100-1000-1000-1010",4.81567657529948e-10,30.9515424460783
"1100-1000-1000-1011",2.16948951247727e-09,28.7799972419425
"1100-1000-1000-1100",1.93142721419804e-09,28.9476855433303
"1100-1000-1000-1101",4.3243687033995e-09,27.7848633189135
"1100-1000-1000-1110",1.02530080089214e-09,29.8613056268981
"1100-1000-1000-1111",1.76956776951962e-09,29.0739558399611
"1100-1000-1001-0000",5.91861261425861e-10,30.6540219164494
"1100-1000-1001-0001",9.83790299062221e-09,26.5990020249505
"1100-1000-1001-0010",2.59318883757352e-09,28.5226255860476
"1100-1000-1001-0011",2.09185427441028e-08,25.5106424069922
"1100-1000-1001-0100",5.11647731319742e-10,30.8641300901933
"1100-1000-1001-0101",2.39036319716233e-09,28.6401230127947
"1100-1000-1001-0110",3.9906231227794e-10,31.2226669127132
"1100-1000-1001-0111",1.36752609755203e-08,26.1238563937596
"1100-1000-1001-1000",2.51526712261329e-10,31.8885693257791
"1100-1000-1001-1001",6.93388672388748e-09,27.1036885859804
"1100-1000-1001-1010",1.08173674885966e-09,29.7840034059526
"1100-1000-1001-1011",1.40614318276026e-08,26.0836812524973
"1100-1000-1001-1100",5.30268729380091e-10,30.8125572754439
"1100-1000-1001-1101",5.48144887518026e-09,27.4427955723411
"1100-1000-1001-1110",3.85024944509369e-10,31.2743290325357
"1100-1000-1001-1111",1.12075490171842e-08,26.4109539499451
"1100-1000-1010-0000",9.66859514671965e-10,29.9459746684889
"1100-1000-1010-0001",1.8629592367146e-09,28.9997567468742
"1100-1000-1010-0010",1.51059265803415e-09,29.3022381739347
"1100-1000-1010-0011",2.06578487712579e-09,28.8506628286618
"1100-1000-1010-0100",1.26049833023901e-09,29.5633586469025
"1100-1000-1010-0101",1.05022429060368e-09,29.8266553847746
"1100-1000-1010-0110",6.92414650951745e-10,30.4276446975489
"1100-1000-1010-0111",9.20163781074475e-10,30.0173902777972
"1100-1000-1010-1000",5.84126385308485e-10,30.6730003952979
"1100-1000-1010-1001",9.47092609038672e-10,29.9757754460222
"1100-1000-1010-1010",3.98489358491468e-10,31.2247397507722
"1100-1000-1010-1011",2.07838986042818e-09,28.8418865563604
"1100-1000-1010-1100",1.1470534805175e-09,29.6994201964785
"1100-1000-1010-1101",2.34882404764309e-09,28.6654142100701
"1100-1000-1010-1110",9.12715381850335e-10,30.0291159037892
"1100-1000-1010-1111",1.06483461215872e-09,29.8067234824527
"1100-1000-1011-0000",7.14186894837691e-10,30.382979287823
"1100-1000-1011-0001",3.03407677626394e-09,28.2960952610401
"1100-1000-1011-0010",3.01402339373741e-09,28.3056622393405
"1100-1000-1011-0011",1.72109587918407e-08,25.7920972895125
"1100-1000-1011-0100",5.19096130543882e-10,30.8432792152683
"1100-1000-1011-0101",2.04114786430748e-09,28.8679721564877
"1100-1000-1011-0110",7.25645970567137e-10,30.360015093602
"1100-1000-1011-0111",1.33263321195587e-08,26.1611450050095
"1100-1000-1011-1000",2.45797174396606e-10,31.9218126178149
"1100-1000-1011-1001",1.63377772212569e-09,29.1891411379448
"1100-1000-1011-1010",1.10436842342531e-09,29.7541313105121
"1100-1000-1011-1011",6.7969507689206e-09,27.1324651807363
"1100-1000-1011-1100",5.75532078511401e-10,30.6943846065812
"1100-1000-1011-1101",2.60378848262326e-09,28.5167405972894
"1100-1000-1011-1110",4.64379043935779e-10,31.0039780797969
"1100-1000-1011-1111",8.98792604839059e-09,26.7293645997465
"1100-1000-1100-0000",9.61702930593715e-10,29.9536896336169
"1100-1000-1100-0001",9.78032113508174e-10,29.9293991122867
"1100-1000-1100-0010",6.63480484734895e-10,30.4892269173252
"1100-1000-1100-0011",1.60341117144266e-09,29.2162084229188
"1100-1000-1100-0100",9.76026775255521e-10,29.9323602232181
"1100-1000-1100-0101",1.26565491431726e-09,29.5574687519592
"1100-1000-1100-0110",7.29943123965679e-10,30.3514968930582
"1100-1000-1100-0111",8.09297223392089e-10,30.2026113031246
"1100-1000-1100-1000",8.86073030779374e-10,30.0718553372252
"1100-1000-1100-1001",1.28370295859113e-09,29.537041444162
"1100-1000-1100-1010",3.3746978023217e-10,31.464522631484
"1100-1000-1100-1011",7.79217149602295e-10,30.2572555191768
"1100-1000-1100-1100",1.42923322035509e-09,29.3821115013061
"1100-1000-1100-1101",2.46169594357813e-09,28.5977002756657
"1100-1000-1100-1110",3.41996115145301e-09,28.1233729168647
"1100-1000-1100-1111",2.81692729119094e-09,28.4032305277573
"1100-1000-1101-0000",5.04199332095603e-10,30.8852867417898
"1100-1000-1101-0001",3.13634902714924e-09,28.2482667359495
"1100-1000-1101-0010",1.58020654309054e-09,29.2372397138005
"1100-1000-1101-0011",8.82148297342039e-09,26.7563316473468
"1100-1000-1101-0100",4.62946659469599e-10,31.0084349725627
"1100-1000-1101-0101",2.15516566781546e-09,28.7895540802871
"1100-1000-1101-0110",3.55517824506047e-10,31.3893590551841
"1100-1000-1101-0111",7.83686189136778e-09,26.9270767812885
"1100-1000-1101-1000",1.82199304098184e-10,32.3537635000301
"1100-1000-1101-1001",3.25208569201664e-09,28.1959875812539
"1100-1000-1101-1010",1.16338266343196e-09,29.6790271433902
"1100-1000-1101-1011",4.90677622734857e-09,27.602577374929
"1100-1000-1101-1100",6.25092581041253e-10,30.5752110689909
"1100-1000-1101-1101",3.24778853861809e-09,28.1978951513334
"1100-1000-1101-1110",8.30496513491563e-10,30.1653068372531
"1100-1000-1101-1111",7.81910032398715e-09,26.9303502353017
"1100-1000-1110-0000",9.92355958169981e-10,29.9084232405878
"1100-1000-1110-0001",1.31779370888623e-09,29.4992283094827
"1100-1000-1110-0010",1.01269581758975e-09,29.8791519556177
"1100-1000-1110-0011",2.118210148588e-09,28.8145071271272
"1100-1000-1110-0100",1.21466202732122e-09,29.6167979058639
"1100-1000-1110-0101",5.50895065693093e-10,30.7575034079746
"1100-1000-1110-0110",1.29917271082588e-09,29.5197596198986
"1100-1000-1110-0111",9.56546346515464e-10,29.9614460772514
"1100-1000-1110-1000",5.64932433461664e-10,30.7212026189366
"1100-1000-1110-1001",2.36973686084933e-09,28.6526259849995
"1100-1000-1110-1010",3.80727791110827e-10,31.2905210660383
"1100-1000-1110-1011",8.31069467278036e-10,30.1643118751165
"1100-1000-1110-1100",1.20434885916472e-09,29.6290995013523
"1100-1000-1110-1101",1.46160510929077e-09,29.349799271712
"1100-1000-1110-1110",1.42121186734448e-09,29.3902312134218
"1100-1000-1110-1111",1.24187733217866e-09,29.5848301772053
"1100-1000-1111-0000",1.01642001720182e-09,29.8738561610134
"1100-1000-1111-0001",1.61859444678418e-09,29.2026113031246
"1100-1000-1111-0010",1.90679020137973e-09,28.9662067371734
"1100-1000-1111-0011",9.36836736260818e-09,26.6695552045112
"1100-1000-1111-0100",7.24213586100956e-10,30.3628657071374
"1100-1000-1111-0101",1.23356950227481e-09,29.5945138511473
"1100-1000-1111-0110",1.14762643430397e-09,29.6986997495018
"1100-1000-1111-0111",5.21502536447065e-09,27.5146785843463
"1100-1000-1111-1000",3.18275828385349e-10,31.5490033539254
"1100-1000-1111-1001",1.18973853760968e-09,29.6467082988897
"1100-1000-1111-1010",1.29344317296116e-09,29.5261361829463
"1100-1000-1111-1011",3.25695579920165e-09,28.1938287132224
"1100-1000-1111-1100",8.09297223392089e-10,30.2026113031246
"1100-1000-1111-1101",2.16290054393284e-09,28.7843855262147
"1100-1000-1111-1110",7.97838147662644e-10,30.2231848430871
"1100-1000-1111-1111",6.71673723881449e-09,27.1495922627215
"1100-1001-0000-0000",3.53884906214601e-09,28.0740726242766
"1100-1001-0000-0001",3.43371204232835e-09,28.1175837967441
"1100-1001-0000-0010",1.41233108365416e-09,29.3992745240492
"1100-1001-0000-0011",5.30583853962651e-09,27.4897720799697
"1100-1001-0000-0100",6.32540980265392e-10,30.5581219985363
"1100-1001-0000-0101",2.46943081969551e-09,28.593174301338
"1100-1001-0000-0110",3.32026719260684e-10,31.487981604308
"1100-1001-0000-0111",1.70310513028884e-09,29.1291853606815
"1100-1001-0000-1000",1.04936485992397e-09,29.8278364696059
"1100-1001-0000-1001",2.06730320465994e-08,25.5276747594118
"1100-1001-0000-1010",4.23985801989484e-10,31.1352649947982
"1100-1001-0000-1011",1.72201260524242e-09,29.1132571505929
"1100-1001-0000-1100",1.90277952487443e-09,28.9692444478118
"1100-1001-0000-1101",2.36601266123726e-09,28.6548950599978
"1100-1001-0000-1110",3.40334549164532e-10,31.4523273345137
"1100-1001-0000-1111",5.10358585300179e-09,27.5458415922938
"1100-1001-0001-0000",1.40917983782856e-09,29.4024971155912
"1100-1001-0001-0001",2.40468704182414e-09,28.6315037074286
"1100-1001-0001-0010",1.28112466655201e-09,29.5399419824713
"1100-1001-0001-0011",2.09185427441028e-08,25.5106424069922
"1100-1001-0001-0100",3.32026719260684e-10,31.487981604308
"1100-1001-0001-0101",1.70310513028884e-09,29.1291853606815
"1100-1001-0001-0110",3.97056974025287e-10,31.2299349131773
"1100-1001-0001-0111",1.46716276101956e-08,26.0223958325384
"1100-1001-0001-1000",1.23786665567335e-09,29.5894969397248
"1100-1001-0001-1001",6.98144188816468e-09,27.0938278247038
"1100-1001-0001-1010",1.82199304098184e-10,32.3537635000301
"1100-1001-0001-1011",1.44129389756033e-08,26.0480602103177
"1100-1001-0001-1100",4.89875487433796e-10,30.9268658455412
"1100-1001-0001-1101",1.91223326235122e-09,28.9620943338522
"1100-1001-0001-1110",2.07122793809728e-10,32.1687946183634
"1100-1001-0001-1111",8.9824829874191e-09,26.7302385561818
"1100-1001-0010-0000",2.72124400885007e-09,28.453086527838
"1100-1001-0010-0001",1.90994144720533e-09,28.9638244435375
"1100-1001-0010-0010",1.518900487938e-09,29.2943255004472
"1100-1001-0010-0011",3.55804301399283e-09,28.0662689022066
"1100-1001-0010-0100",6.41135287062476e-10,30.5386521343381
"1100-1001-0010-0101",2.05690409343547e-09,28.8568783266041
"1100-1001-0010-0110",4.46044522768667e-10,31.0620932262354
"1100-1001-0010-0111",1.7194343132033e-09,29.1154188517162
"1100-1001-0010-1000",5.31987590739508e-10,30.8078883553791
"1100-1001-0010-1001",4.74405735199044e-09,27.6512314029278
"1100-1001-0010-1010",1.12556771352479e-09,29.7267000028558
"1100-1001-0010-1011",3.19020668307763e-09,28.2237029594658
"1100-1001-0010-1100",1.29745384946647e-09,29.5216696312644
"1100-1001-0010-1101",1.41949300598506e-09,29.3919771132406
"1100-1001-0010-1110",2.48375466435731e-10,31.9067582720926
"1100-1001-0010-1111",2.37947707521936e-09,28.6467082988897
"1100-1001-0011-0000",2.12107491752036e-09,28.8125572754439
"1100-1001-0011-0001",2.195845386655e-09,28.7625763787683
"1100-1001-0011-0010",2.38864433580292e-09,28.6411607985061
"1100-1001-0011-0011",2.09291423891525e-08,25.5099115634282
"1100-1001-0011-0100",4.46044522768667e-10,31.0620932262354
"1100-1001-0011-0101",1.7194343132033e-09,29.1154188517162
"1100-1001-0011-0110",8.00989393488241e-10,30.217497809939
"1100-1001-0011-0111",5.37797342134337e-08,24.1483621338604
"1100-1001-0011-1000",3.34032057513337e-10,31.479294382114
"1100-1001-0011-1001",3.99005016899293e-09,27.9009459676634
"1100-1001-0011-1010",2.56396819446343e-10,31.8609025831629
"1100-1001-0011-1011",1.98276387346596e-08,25.5879118812615
"1100-1001-0011-1100",4.60941321216946e-10,31.014697844591
"1100-1001-0011-1101",1.64380441338896e-09,29.1803142025458
"1100-1001-0011-1110",1.85923503710253e-10,32.3245717873153
"1100-1001-0011-1111",3.92739767244218e-08,24.6018510722194
"1100-1001-0100-0000",1.28313000480466e-09,29.5376855044588
"1100-1001-0100-0001",9.26752749618906e-10,30.0070964584346
"1100-1001-0100-0010",1.13129725138951e-09,29.7193748028541
"1100-1001-0100-0011",2.08125462936054e-09,28.8398993727943
"1100-1001-0100-0100",9.13001858743571e-10,30.0286631515366
"1100-1001-0100-0101",1.22755348751685e-09,29.6015669663146
"1100-1001-0100-0110",4.89302533647323e-10,30.928554195694
"1100-1001-0100-0111",4.6065484432371e-10,31.0155947641356
"1100-1001-0100-1000",2.21446638471534e-10,32.0723218513896
"1100-1001-0100-1001",1.32180438539154e-09,29.4948441666315
"1100-1001-0100-1010",2.48375466435731e-10,31.9067582720926
"1100-1001-0100-1011",1.10952500750356e-09,29.7474106692861
"1100-1001-0100-1100",2.03398594197658e-10,32.1949712409224
"1100-1001-0100-1101",9.25606842045961e-10,30.0088814200491
"1100-1001-0100-1110",7.39110384549236e-11,33.6554191998912
"1100-1001-0100-1111",6.6978297638609e-10,30.4755872407828
"1100-1001-0101-0000",8.4482035815337e-10,30.1406363482527
"1100-1001-0101-0001",1.2255481492642e-09,29.6039256881494
"1100-1001-0101-0010",1.15622074110105e-09,29.6879359962081
"1100-1001-0101-0011",8.57368046077113e-09,26.7974382047637
"1100-1001-0101-0100",6.79809667649355e-10,30.4541500701205
"1100-1001-0101-0101",1.19317626032851e-09,29.6425456750616
"1100-1001-0101-0110",1.38024567161171e-09,29.432427777076
"1100-1001-0101-0111",5.98708059174204e-09,27.3155001635812
"1100-1001-0101-1000",1.57848768173112e-10,32.5607379467433
"1100-1001-0101-1001",2.71551447098535e-09,28.4561273025771
"1100-1001-0101-1010",2.12279377887978e-10,32.1333167230086
"1100-1001-0101-1011",1.02091770442562e-08,26.5455581829931
"1100-1001-0101-1100",1.89647703322323e-10,32.2959590485073
"1100-1001-0101-1101",1.03475453836893e-09,29.8480642778336
"1100-1001-0101-1110",9.16726058355641e-11,33.3447183604271
"1100-1001-0101-1111",3.58783661088939e-09,28.0542386621758
"1100-1001-0110-0000",2.02109448178095e-09,28.8822160878299
"1100-1001-0110-0001",2.11620481033535e-09,28.8158735930012
"1100-1001-0110-0010",1.72917452757333e-09,29.1072693647878
"1100-1001-0110-0011",1.80079375088236e-09,29.0487198985157
"1100-1001-0110-0100",1.42980617414156e-09,29.381533266813
"1100-1001-0110-0101",1.16567447857784e-09,29.6761878902408
"1100-1001-0110-0110",7.1877052512947e-10,30.3737496999053
"1100-1001-0110-0111",5.8154809326936e-10,30.6793824432419
"1100-1001-0110-1000",2.16290054393284e-10,32.106313621102
"1100-1001-0110-1001",8.49976942231621e-10,30.1318572438342
"1100-1001-0110-1010",7.75206473096989e-10,30.2647003313379
"1100-1001-0110-1011",3.55947539845901e-09,28.0656882239775
"1100-1001-0110-1100",2.7960144779847e-10,31.7359091177516
"1100-1001-0110-1101",1.07915845682053e-09,29.7874461373671
"1100-1001-0110-1110",1.08001788750024e-10,33.1082257420458
"1100-1001-0110-1111",6.05325675407959e-10,30.6215694033795
"1100-1001-0111-0000",1.62346455396919e-09,29.198276968205
"1100-1001-0111-0001",1.74894143320662e-09,29.0908708754397
"1100-1001-0111-0010",2.77596109545817e-09,28.424365505012
"1100-1001-0111-0011",1.02060257984306e-08,26.5460035654658
"1100-1001-0111-0100",7.58017859502821e-10,30.2970491090358
"1100-1001-0111-0101",5.74386170938456e-10,30.6972599339722
"1100-1001-0111-0110",3.36094691144637e-09,28.1484850995575
"1100-1001-0111-0111",2.18624841073159e-08,25.4469674237023
"1100-1001-0111-1000",1.25763356130664e-10,32.8885693257791
"1100-1001-0111-1001",1.19088444518262e-09,29.6453194226901
"1100-1001-0111-1010",3.42053410523949e-10,31.4450593340497
"1100-1001-0111-1011",1.40903659938194e-08,26.0807156733129
"1100-1001-0111-1100",3.25151273823016e-10,31.5181698731362
"1100-1001-0111-1101",1.02386841642596e-09,29.863322536273
"1100-1001-0111-1110",1.36649478073638e-10,32.768800999309
"1100-1001-0111-1111",3.03891823575963e-08,24.971866900445
"1100-1001-1000-0000",5.64073002781955e-10,30.7233990594129
"1100-1001-1000-0001",2.88568174556762e-09,28.3684406565166
"1100-1001-1000-0010",5.17090792291229e-10,30.84886333354
"1100-1001-1000-0011",2.04487206391955e-09,28.8653422692655
"1100-1001-1000-0100",2.63558741777247e-10,31.8211564043701
"1100-1001-1000-0101",6.08476921233557e-10,30.6140784045103
"1100-1001-1000-0110",1.157366648674e-10,33.0084349725627
"1100-1001-1000-0111",6.74653083571104e-10,30.4651351108143
"1100-1001-1000-1000",4.00781173637357e-10,31.2164662081497
"1100-1001-1000-1001",1.75495744796458e-09,29.0859168037155
"1100-1001-1000-1010",1.22039156518595e-10,32.9319368350886
"1100-1001-1000-1011",8.80629969807888e-10,30.0807450056237
"1100-1001-1000-1100",5.30268729380091e-10,30.8125572754439
"1100-1001-1000-1101",2.62269595757684e-09,28.5063022846298
"1100-1001-1000-1110",3.09108567801793e-10,31.5911673058265
"1100-1001-1000-1111",1.03475453836893e-09,29.8480642778336
"1100-1001-1001-0000",2.51526712261329e-10,31.8885693257791
"1100-1001-1001-0001",2.67684009039847e-09,28.4768218964345
"1100-1001-1001-0010",4.93313210152629e-10,30.9167770279176
"1100-1001-1001-0011",2.97815648670424e-08,25.0010051970322
"1100-1001-1001-0100",3.01946645470889e-10,31.6249873036773
"1100-1001-1001-0101",1.317507231993e-09,29.4995419729346
"1100-1001-1001-0110",1.05996450497371e-10,33.1352649947982
"1100-1001-1001-0111",9.58064674049616e-09,26.6372298057687
"1100-1001-1001-1000",1.34357662927749e-10,32.7932023427991
"1100-1001-1001-1001",2.63530094087923e-09,28.4993851326843
"1100-1001-1001-1010",6.90409312699092e-11,33.7537571190845
"1100-1001-1001-1011",1.53786525827023e-08,25.9544956535501
"1100-1001-1001-1100",7.47131737559847e-10,30.3179183010834
"1100-1001-1001-1101",1.77501083049111e-09,29.0695250265249
"1100-1001-1001-1110",1.95950194973518e-10,32.2487939404286
"1100-1001-1001-1111",6.71702371570772e-09,27.1495307313611
"1100-1001-1010-0000",3.65258038876076e-10,31.3503649235683
"1100-1001-1010-0001",1.55642896095194e-09,29.2591131236432
"1100-1001-1010-0010",8.61436017961066e-10,30.1125373027405
"1100-1001-1010-0011",1.42550902074302e-09,29.3858756851839
"1100-1001-1010-0100",5.21387945689771e-10,30.8369237202284
"1100-1001-1010-0101",8.15599715043284e-10,30.1914196775722
"1100-1001-1010-0110",1.55556953027223e-10,32.5818380675101
"1100-1001-1010-0111",4.72400396946391e-10,30.979270771877
"1100-1001-1010-1000",4.21693986843595e-10,31.1430844992575
"1100-1001-1010-1001",8.13021423004159e-10,30.1959875812539
"1100-1001-1010-1010",2.05117455557075e-10,32.1828306780502
"1100-1001-1010-1011",8.68884417185206e-10,30.1001166726903
"1100-1001-1010-1100",4.01640604317065e-10,31.2133758213039
"1100-1001-1010-1101",1.62833466115421e-09,29.1939556160717
"1100-1001-1010-1110",2.57542727019288e-10,31.8544691498
"1100-1001-1010-1111",7.84660210573781e-10,30.2472129046091
"1100-1001-1011-0000",1.9136656468174e-10,32.2829421628404
"1100-1001-1011-0001",1.16710686304403e-09,29.6744161903486
"1100-1001-1011-0010",2.03856957226836e-09,28.8697956600473
"1100-1001-1011-0011",2.0459033807352e-08,25.5426867447222
"1100-1001-1011-0100",2.07982224489436e-10,32.1628207173187
"1100-1001-1011-0101",6.47724255606908e-10,30.523901178563
"1100-1001-1011-0110",1.68734890116085e-10,32.464522631484
"1100-1001-1011-0111",3.65140583349849e-08,24.7069727338656
"1100-1001-1011-1000",2.38635252065703e-10,31.9644737699489
"1100-1001-1011-1001",7.30229600858915e-10,30.3509307972923
"1100-1001-1011-1010",1.17455526226816e-10,32.987166355809
"1100-1001-1011-1011",9.10051146743239e-09,26.7114052239725
"1100-1001-1011-1100",3.29018711881704e-09,28.1791832190492
"1100-1001-1011-1101",1.18801967625026e-09,29.6487941234085
"1100-1001-1011-1110",2.08268701382672e-10,32.1608349013949
"1100-1001-1011-1111",1.92122863679883e-08,25.6333955412158
"1100-1001-1100-0000",4.43466230729541e-10,31.0704566991701
"1100-1001-1100-0001",7.08457356972969e-10,30.3945999309245
"1100-1001-1100-0010",2.21733115364771e-10,32.0704566991701
"1100-1001-1100-0011",8.57138864562524e-10,30.1197519954268
"1100-1001-1100-0100",3.58382593438408e-10,31.3777803811487
"1100-1001-1100-0101",5.57197557344288e-10,30.7410920154409
"1100-1001-1100-0110",1.35503570500693e-10,32.7809500819751
"1100-1001-1100-0111",3.88176190334967e-10,31.2625693190733
"1100-1001-1100-1000",3.34032057513337e-10,31.479294382114
"1100-1001-1100-1001",1.08202322575289e-09,29.7836213868743
"1100-1001-1100-1010",1.60427060212237e-10,32.5373634383695
"1100-1001-1100-1011",6.45432440461018e-10,30.5290148570791
"1100-1001-1100-1100",5.45738481614842e-10,30.7710711729338
"1100-1001-1100-1101",2.29553934550117e-09,28.6985196939582
"1100-1001-1100-1110",1.31349655548769e-09,29.5039404368321
"1100-1001-1100-1111",1.8970499870097e-09,28.9735951599175
"1100-1001-1101-0000",1.54697522347514e-10,32.5898308582637
"1100-1001-1101-0001",5.84412862201721e-10,30.6722930184556
"1100-1001-1101-0010",3.05957321976195e-10,31.6059505236269
"1100-1001-1101-0011",7.86092595039962e-09,26.9226535942543
"1100-1001-1101-0100",3.58382593438408e-10,31.3777803811487
"1100-1001-1101-0101",4.99042748017352e-10,30.9001175467156
"1100-1001-1101-0110",2.03398594197658e-10,32.1949712409224
"1100-1001-1101-0111",5.30268729380091e-09,27.4906291805565
"1100-1001-1101-1000",9.31049903017448e-11,33.3223505473987
"1100-1001-1101-1001",1.85866208331606e-09,29.0030883510972
"1100-1001-1101-1010",7.41975153481597e-11,33.6498381676279
"1100-1001-1101-1011",4.50714096128416e-09,27.7251402827958
