"grid","D","K"
"0010-1101-0011-1001",9.568328234087e-11,33.2829421628404
"0010-1101-0011-1010",2.51526712261329e-10,31.8885693257791
"0010-1101-0011-1011",3.84738467616133e-10,31.275402865887
"0010-1101-0011-1100",4.9990217869706e-10,30.8976351342175
"0010-1101-0011-1101",1.22898587198303e-10,32.9218126178149
"0010-1101-0011-1110",3.08249137122084e-10,31.5951840927579
"0010-1101-0011-1111",5.70661971326386e-10,30.7066445232464
"0010-1101-0100-0000",5.7988652728859e-09,27.3615822339773
"0010-1101-0100-0001",8.08724269605617e-10,30.2036330418648
"0010-1101-0100-0010",4.21350214571711e-09,27.8223329941112
"0010-1101-0100-0011",7.1132212590533e-10,30.3887779091376
"0010-1101-0100-0100",5.1107477753327e-09,27.5438184605068
"0010-1101-0100-0101",1.49540938269264e-10,32.6387404587446
"0010-1101-0100-0110",1.42063891355801e-09,29.390812945301
"0010-1101-0100-0111",1.69594320795794e-10,32.4571930896855
"0010-1101-0100-1000",9.21882642433891e-10,30.014697844591
"0010-1101-0100-1001",5.43160189575717e-10,30.7779032064162
"0010-1101-0100-1010",3.26583658289197e-10,31.5118283462624
"0010-1101-0100-1011",3.3231319615392e-11,34.8086654601869
"0010-1101-0100-1100",1.07915845682053e-09,29.7874461373671
"0010-1101-0100-1101",8.70889755437859e-11,33.4187189418709
"0010-1101-0100-1110",2.40067636531883e-10,31.9558400216151
"0010-1101-0100-1111",6.76085468037285e-11,33.7840034059526
"0010-1101-0101-0000",1.58908732678086e-09,29.2291544451891
"0010-1101-0101-0001",9.58838161661353e-10,29.957993619628
"0010-1101-0101-0010",1.92913539905215e-09,28.9493984494868
"0010-1101-0101-0011",6.97857711923232e-10,30.4163480374082
"0010-1101-0101-0100",9.54541008262811e-10,29.9644737699489
"0010-1101-0101-0101",4.97037409764699e-10,30.9059265078489
"0010-1101-0101-0110",6.50302547646033e-10,30.5181698731362
"0010-1101-0101-0111",1.79048058272586e-10,32.378934075765
"0010-1101-0101-1000",2.13998239247395e-10,32.1216820225252
"0010-1101-0101-1001",5.36857697924522e-10,30.7947412176553
"0010-1101-0101-1010",2.28895037695674e-10,32.0245947623865
"0010-1101-0101-1011",1.94231333614101e-10,32.2615049921781
"0010-1101-0101-1100",2.92779384887333e-10,31.6694669743769
"0010-1101-0101-1101",4.81281180636711e-11,34.2743290325357
"0010-1101-0101-1110",1.77902150699642e-10,32.388196997094
"0010-1101-0101-1111",1.26622786810373e-10,32.8787438959231
"0010-1101-0110-0000",3.8107156338271e-09,27.967290899726
"0010-1101-0110-0001",1.12986486692333e-09,29.7212026189366
"0010-1101-0110-0010",6.9086767572827e-09,27.1089434412767
"0010-1101-0110-0011",1.41949300598506e-09,29.3919771132406
"0010-1101-0110-0100",2.54477424261661e-09,28.5498151794158
"0010-1101-0110-0101",2.32332760414508e-10,32.0030883510972
"0010-1101-0110-0110",1.79878841262971e-09,29.0503273583376
"0010-1101-0110-0111",2.88195754595555e-10,31.692231865509
"0010-1101-0110-1000",1.64466384406867e-09,29.1795601150432
"0010-1101-0110-1001",7.10462695225622e-11,33.7124501449276
"0010-1101-0110-1010",1.82199304098184e-10,32.3537635000301
"0010-1101-0110-1011",1.35790047393929e-10,32.7779032064162
"0010-1101-0110-1100",1.10952500750356e-09,29.7474106692861
"0010-1101-0110-1101",2.08841655169144e-10,32.1568714509875
"0010-1101-0110-1110",2.98508922752056e-10,31.641506893036
"0010-1101-0110-1111",1.24330971664484e-10,32.90509522287
"0010-1101-0111-0000",1.54525636211573e-09,29.2695066490789
"0010-1101-0111-0001",1.25591469994723e-09,29.568614372354
"0010-1101-0111-0010",2.73270308457952e-09,28.4470241382433
"0010-1101-0111-0011",1.05996450497371e-09,29.8133368999108
"0010-1101-0111-0100",5.9042887695968e-10,30.6575176657752
"0010-1101-0111-0101",3.18562305278585e-10,31.547705382591
"0010-1101-0111-0110",9.6800542224491e-10,29.9442658201507
"0010-1101-0111-0111",5.15944884718284e-10,30.8520639894082
"0010-1101-0111-1000",2.36343436919814e-10,31.9783961461813
"0010-1101-0111-1001",4.35444877718929e-11,34.4187189418709
"0010-1101-0111-1010",3.18848782171821e-10,31.5464085779725
"0010-1101-0111-1011",1.71599659048447e-10,32.4402342625257
"0010-1101-0111-1100",5.15085454038576e-10,30.8544691498
"0010-1101-0111-1101",1.34644139820985e-10,32.7901295087495
"0010-1101-0111-1110",2.42359451677773e-10,31.9421326021945
"0010-1101-0111-1111",3.89895051694384e-10,31.2561951038105
"0010-1101-1000-0000",4.54982601837634e-09,27.7115414750979
"0010-1101-1000-0001",1.29487555742734e-10,32.8464674928993
"0010-1101-1000-0010",1.37881328714553e-09,29.4339257473496
"0010-1101-1000-0011",4.03072988783246e-10,31.208239842078
"0010-1101-1000-0100",3.18963372929116e-09,28.2239620874487
"0010-1101-1000-0101",9.568328234087e-11,33.2829421628404
"0010-1101-1000-0110",2.92865327955304e-09,28.3471154499387
"0010-1101-1000-0111",2.02252686624713e-10,32.2031220820433
"0010-1101-1000-1000",5.38920331555822e-09,27.4672808384565
"0010-1101-1000-1001",4.9846979423088e-11,34.2237029594658
"0010-1101-1000-1010",1.43238446618069e-10,32.7008621706524
"0010-1101-1000-1011",2.75017817506692e-11,35.0816839545933
"0010-1101-1000-1100",1.58020654309054e-09,29.2372397138005
"0010-1101-1000-1101",1.07715311856788e-10,33.1120576036368
"0010-1101-1000-1110",1.90507134002032e-10,32.2894359249259
"0010-1101-1000-1111",1.1716904933358e-10,32.9906894223727
"0010-1101-1001-0000",4.82427088209656e-10,30.9489700322481
"0010-1101-1001-0001",9.79750974867591e-11,33.2487939404286
"0010-1101-1001-0010",7.8924384086556e-10,30.238809851856
"0010-1101-1001-0011",2.07982224489436e-10,32.1628207173187
"0010-1101-1001-0100",1.77300549223846e-09,29.0711558487068
"0010-1101-1001-0101",1.05709973604135e-10,33.1391694492541
"0010-1101-1001-0110",5.05345239668547e-10,30.882011609757
"0010-1101-1001-0111",1.0828826564326e-10,33.1044040310934
"0010-1101-1001-1000",1.90220657108795e-10,32.2916070239676
"0010-1101-1001-1001",8.33647759317161e-11,33.4817711124062
"0010-1101-1001-1010",8.33647759317161e-11,33.4817711124062
"0010-1101-1001-1011",1.74750904874044e-10,32.4139810228642
"0010-1101-1001-1100",3.05957321976195e-10,31.6059505236269
"0010-1101-1001-1101",2.09128132062381e-10,32.1548938015471
"0010-1101-1001-1110",1.69307843902557e-10,32.4596321351369
"0010-1101-1001-1111",1.79048058272586e-10,32.378934075765
"0010-1101-1010-0000",3.18734191414527e-09,28.2249990650609
"0010-1101-1010-0001",2.49521374008676e-10,31.9001175467156
"0010-1101-1010-0010",1.96551796449314e-09,28.9224433041817
"0010-1101-1010-0011",6.18217135603585e-10,30.5911673058265
"0010-1101-1010-0100",5.11590435941095e-09,27.5423635603479
"0010-1101-1010-0101",3.93046297519981e-10,31.2445816891417
"0010-1101-1010-0110",3.234324124636e-09,28.2038885896541
"0010-1101-1010-0111",8.85500076992902e-10,30.0727885164563
"0010-1101-1010-1000",2.56224933310402e-09,28.5399419824713
"0010-1101-1010-1001",8.99537444761473e-11,33.3720257064229
"0010-1101-1010-1010",4.34871923932457e-10,31.098690379899
"0010-1101-1010-1011",3.55231347612811e-11,34.7124501449276
"0010-1101-1010-1100",2.40927067211592e-09,28.628756370172
"0010-1101-1010-1101",2.80747355371415e-10,31.7300085163119
"0010-1101-1010-1110",1.90220657108795e-10,32.2916070239676
"0010-1101-1010-1111",3.18275828385349e-10,31.5490033539254
"0010-1101-1011-0000",8.95813245149403e-10,30.0560829513894
"0010-1101-1011-0001",1.7876158137935e-10,32.3812442364522
"0010-1101-1011-0010",1.33641470694658e-09,29.4789850895754
"0010-1101-1011-0011",2.54105004300454e-10,31.8738561610134
"0010-1101-1011-0100",1.16481504789814e-09,29.6772519554698
"0010-1101-1011-0101",2.22019592258007e-10,32.0685939551529
"0010-1101-1011-0110",1.27625455936699e-09,29.5454367389052
"0010-1101-1011-0111",3.02233122364125e-10,31.6236191717199
"0010-1101-1011-1000",2.70147710321678e-10,31.7855324946394
"0010-1101-1011-1001",2.17722438859465e-11,35.4187189418709
"0010-1101-1011-1010",1.75323858660516e-10,32.4092586126218
"0010-1101-1011-1011",1.94231333614101e-10,32.2615049921781
"0010-1101-1011-1100",4.66670859081668e-10,30.996875566789
"0010-1101-1011-1101",2.1657653128652e-10,32.1044040310934
"0010-1101-1011-1110",1.48108553803083e-10,32.6526259849996
"0010-1101-1011-1111",4.87870149181143e-10,30.9327837356359
"0010-1101-1100-0000",3.07389706442376e-09,28.2772839996706
"0010-1101-1100-0001",2.2918151458891e-10,32.0227902655398
"0010-1101-1100-0010",1.24273676285837e-09,29.5838321176422
"0010-1101-1100-0011",8.06145977566492e-10,30.208239842078
"0010-1101-1100-0100",2.62899844922804e-09,28.5028395630351
"0010-1101-1100-0101",1.75323858660516e-10,32.4092586126218
"0010-1101-1100-0110",2.93180452537863e-09,28.3455639373044
"0010-1101-1100-0111",2.655640800299e-10,31.810220926689
"0010-1101-1100-1000",2.87336323915846e-09,28.3746124698149
"0010-1101-1100-1001",6.21654858322419e-11,33.90509522287
"0010-1101-1100-1010",2.50667281581621e-10,31.8935072485948
"0010-1101-1100-1011",2.92206431100861e-11,34.994221113343
"0010-1101-1100-1100",1.59854106425765e-09,29.2205970485979
"0010-1101-1100-1101",2.28895037695674e-10,32.0245947623865
"0010-1101-1100-1110",3.6124736237077e-10,31.3662938949863
"0010-1101-1100-1111",2.11706424101506e-10,32.1372159011683
"0010-1101-1101-0000",7.84087256787309e-10,30.2482667359495
"0010-1101-1101-0001",2.26030268763313e-10,32.042764965301
"0010-1101-1101-0010",9.35060579522754e-10,29.994221113343
"0010-1101-1101-0011",4.64379043935779e-10,31.0039780797969
"0010-1101-1101-0100",2.07466566081611e-09,28.8444739938383
"0010-1101-1101-0101",1.73318520407863e-10,32.4258551231525
"0010-1101-1101-0110",1.04334884516601e-09,29.8361312483376
"0010-1101-1101-0111",2.07122793809728e-10,32.1687946183634
"0010-1101-1101-1000",3.06243798869431e-10,31.604600317594
"0010-1101-1101-1001",6.84679774834369e-11,33.7657796473337
"0010-1101-1101-1010",1.97669056332935e-10,32.236193903649
"0010-1101-1101-1011",1.49254461376028e-10,32.641506893036
"0010-1101-1101-1100",5.25685099088313e-10,30.8250821075839
"0010-1101-1101-1101",2.05461227828958e-09,28.8584866824461
"0010-1101-1101-1110",3.60101454797825e-10,31.370877520894
"0010-1101-1101-1111",1.54611579279544e-09,29.2687044833418
"0010-1101-1110-0000",2.36171550783872e-09,28.6575176657752
"0010-1101-1110-0001",2.48661943328968e-10,31.90509522287
"0010-1101-1110-0010",1.79878841262971e-09,29.0503273583376
"0010-1101-1110-0011",1.15020472634309e-09,29.6954621829098
"0010-1101-1110-0100",3.32141310017978e-09,28.16555568504
"0010-1101-1110-0101",3.18562305278585e-10,31.547705382591
"0010-1101-1110-0110",3.91040959267328e-09,27.9300331246199
"0010-1101-1110-0111",4.37450215971582e-10,31.0901621085176
"0010-1101-1110-1000",2.08927598237115e-09,28.8343497765646
"0010-1101-1110-1001",6.2451962725478e-11,33.8984621305376
"0010-1101-1110-1010",2.98508922752056e-10,31.641506893036
"0010-1101-1110-1011",8.33647759317161e-11,33.4817711124062
"0010-1101-1110-1100",2.9593063071293e-09,28.3320938215621
"0010-1101-1110-1101",6.25379057934489e-10,30.5745500403237
"0010-1101-1110-1110",3.85024944509369e-10,31.2743290325357
"0010-1101-1110-1111",6.34259841624809e-10,30.5542069485329
"0010-1101-1111-0000",1.19260330654204e-09,29.6432386121743
"0010-1101-1111-0001",2.82179739837596e-10,31.7226665409707
"0010-1101-1111-0010",1.3991531465653e-09,29.4127989703271
"0010-1101-1111-0011",5.64359479675191e-10,30.7226665409707
"0010-1101-1111-0100",1.49626881337235e-09,29.3159834669422
"0010-1101-1111-0101",4.39169077330999e-10,31.0845044736557
"0010-1101-1111-0110",2.12680445538509e-09,28.8086654601869
"0010-1101-1111-0111",4.24845232669192e-10,31.1323435728599
"0010-1101-1111-1000",9.00683352334417e-10,30.0482609530559
"0010-1101-1111-1001",4.81281180636711e-11,34.2743290325357
"0010-1101-1111-1010",4.31147724320387e-10,31.1110986836674
"0010-1101-1111-1011",1.81339873418475e-10,32.3605847658861
"0010-1101-1111-1100",1.44183820365748e-09,29.3694435728176
"0010-1101-1111-1101",2.01880266663506e-09,28.8838529565811
"0010-1101-1111-1110",4.06797188395316e-10,31.1949712409224
"0010-1101-1111-1111",2.35140233968222e-09,28.6638314397074
"0010-1110-0000-0000",5.34365348953368e-09,27.4795263950402
"0010-1110-0000-0001",4.29113738378411e-09,27.7959927632632
"0010-1110-0000-0010",3.38930812387675e-09,28.1363620549979
"0010-1110-0000-0011",2.11448594897593e-09,28.817045880477
"0010-1110-0000-0100",3.12173870559419e-09,28.2550030674454
"0010-1110-0000-0101",7.36245615616874e-10,30.3390938112332
"0010-1110-0000-0110",1.03160329254333e-09,29.8524645711242
"0010-1110-0000-0111",1.05137019817663e-09,29.8250821075839
"0010-1110-0000-1000",3.60531170137679e-09,28.0472288592661
"0010-1110-0000-1001",1.41233108365416e-10,32.7212026189366
"0010-1110-0000-1010",1.76469766233461e-10,32.3998599146196
"0010-1110-0000-1011",2.97935968965583e-11,34.9662067371734
"0010-1110-0000-1100",1.06196984322636e-09,29.8106100554953
"0010-1110-0000-1101",6.33113934051864e-11,33.8787438959231
"0010-1110-0000-1110",4.75551642771989e-10,30.9696789290802
"0010-1110-0000-1111",1.16023141760636e-10,33.0048683575425
"0010-1110-0001-0000",4.76067301179814e-09,27.646187313615
"0010-1110-0001-0001",4.60826730459651e-09,27.6931284506108
"0010-1110-0001-0010",5.1107477753327e-09,27.5438184605068
"0010-1110-0001-0011",3.31195936270299e-09,28.169667882715
"0010-1110-0001-0100",1.06798585798432e-09,29.8024603106602
"0010-1110-0001-0101",2.8301052282798e-09,28.396497157998
"0010-1110-0001-0110",9.54541008262811e-10,29.9644737699489
"0010-1110-0001-0111",1.12470828284508e-09,29.7278019978483
"0010-1110-0001-1000",2.17149485072992e-10,32.1005924171434
"0010-1110-0001-1001",9.1386128942328e-11,33.3492338415496
"0010-1110-0001-1010",1.49540938269264e-10,32.6387404587446
"0010-1110-0001-1011",2.58402157698996e-10,31.8496628320591
"0010-1110-0001-1100",4.05364803929135e-10,31.2000601175952
"0010-1110-0001-1101",1.35790047393929e-10,32.7779032064162
"0010-1110-0001-1110",4.97037409764699e-10,30.9059265078489
"0010-1110-0001-1111",2.51240235368093e-10,31.8902134228698
"0010-1110-0010-0000",2.87393619294493e-09,28.3743248225124
"0010-1110-0010-0001",4.07112312977875e-09,27.8719259980119
"0010-1110-0010-0010",5.6221090297592e-09,27.4062414217608
"0010-1110-0010-0011",2.50839167717562e-09,28.5705902161335
"0010-1110-0010-0100",2.12422616334596e-09,28.8104154779725
"0010-1110-0010-0101",5.2740396044773e-10,30.8203725439646
"0010-1110-0010-0110",1.43438980443334e-09,29.3769157152307
"0010-1110-0010-0111",1.56445031396255e-09,29.2516970138402
"0010-1110-0010-1000",6.21368381429183e-10,30.5838321176422
"0010-1110-0010-1001",8.02135301061186e-11,33.5373634383695
"0010-1110-0010-1010",2.09701085848853e-10,32.1509466170304
"0010-1110-0010-1011",7.01868388428538e-11,33.7300085163119
"0010-1110-0010-1100",5.58916418703705e-10,30.7366483927055
"0010-1110-0010-1101",8.47971603978968e-11,33.4571930896855
"0010-1110-0010-1110",5.75245601618165e-10,30.6951029013637
"0010-1110-0010-1111",1.43524923511305e-10,32.6979796621193
"0010-1110-0011-0000",4.20490783892003e-09,27.8252786734321
"0010-1110-0011-0001",5.93923895057161e-09,27.3270747769298
"0010-1110-0011-0010",4.10406797250091e-09,27.8602982286022
"0010-1110-0011-0011",3.01688816266977e-09,28.3042916378305
"0010-1110-0011-0100",7.17338140663289e-10,30.3766276083819
"0010-1110-0011-0101",1.68563003980143e-09,29.1440649240597
"0010-1110-0011-0110",1.14848586498368e-09,29.6976197531637
"0010-1110-0011-0111",2.27892368569348e-09,28.7090002400961
"0010-1110-0011-1000",1.92512472254685e-10,32.2743290325357
"0010-1110-0011-1001",4.7841641170435e-11,34.2829421628404
"0010-1110-0011-1010",1.10866557682385e-10,33.0704566991701
"0010-1110-0011-1011",1.02959795429068e-09,29.8552717618045
"0010-1110-0011-1100",5.17950222970937e-10,30.8464674928993
"0010-1110-0011-1101",1.15163711080927e-10,33.0155947641356
"0010-1110-0011-1110",5.48603250547204e-10,30.7635177785022
"0010-1110-0011-1111",2.5439148119369e-10,31.8722305889644
"0010-1110-0100-0000",5.68542042316439e-09,27.3900858170961
"0010-1110-0100-0001",1.4713453236608e-09,29.3402169681922
"0010-1110-0100-0010",1.49942005919795e-09,29.3129482462665
"0010-1110-0100-0011",6.99576573282648e-10,30.4127989703271
"0010-1110-0100-0100",4.20490783892003e-09,27.8252786734321
"0010-1110-0100-0101",1.92512472254685e-10,32.2743290325357
"0010-1110-0100-0110",5.07064101027964e-10,30.8771128103441
"0010-1110-0100-0111",2.61553403524594e-10,31.8321754053303
"0010-1110-0100-1000",2.56626000960932e-09,28.5376855044588
"0010-1110-0100-1001",2.09128132062381e-11,35.4768218964345
"0010-1110-0100-1010",1.85350549923781e-10,32.329024553322
"0010-1110-0100-1011",2.75017817506692e-11,35.0816839545933
"0010-1110-0100-1100",2.30327422161855e-09,28.6936666692482
"0010-1110-0100-1101",3.43772271883365e-11,34.759755859706
"0010-1110-0100-1110",1.80193965845531e-10,32.3697302484352
"0010-1110-0100-1111",3.9533811266587e-11,34.5581219985363
"0010-1110-0101-0000",1.44556240326955e-09,29.3657219643382
"0010-1110-0101-0001",2.6255607265092e-09,28.5047272898872
"0010-1110-0101-0010",2.54477424261661e-09,28.5498151794158
"0010-1110-0101-0011",1.8867368188532e-09,28.9814596587191
"0010-1110-0101-0100",7.17338140663289e-10,30.3766276083819
"0010-1110-0101-0101",5.17950222970937e-10,30.8464674928993
"0010-1110-0101-0110",5.9042887695968e-10,30.6575176657752
"0010-1110-0101-0111",4.64379043935779e-10,31.0039780797969
"0010-1110-0101-1000",1.36076524287165e-10,32.7748627520962
"0010-1110-0101-1001",9.31049903017448e-11,33.3223505473987
"0010-1110-0101-1010",2.32332760414508e-10,32.0030883510972
"0010-1110-0101-1011",3.87603236548494e-10,31.2647003313379
"0010-1110-0101-1100",2.6183988041783e-10,31.8305961002564
"0010-1110-0101-1101",8.25053452520077e-11,33.4967214538722
"0010-1110-0101-1110",3.18562305278585e-10,31.547705382591
"0010-1110-0101-1111",2.67569418282553e-10,31.7993677156048
"0010-1110-0110-0000",2.65392193893958e-09,28.4892269173252
"0010-1110-0110-0001",2.12795036295803e-09,28.8078883553791
"0010-1110-0110-0010",3.53970849282572e-09,28.0737222996868
"0010-1110-0110-0011",1.91223326235122e-09,28.9620943338522
"0010-1110-0110-0100",2.57428136261993e-09,28.533183108791
"0010-1110-0110-0101",1.13731326614747e-10,33.0336512581715
"0010-1110-0110-0110",1.53752148599835e-09,29.2767462825414
"0010-1110-0110-0111",4.11953772473566e-10,31.1767984948752
"0010-1110-0110-1000",6.36838133663934e-10,30.5483542222875
"0010-1110-0110-1001",1.60427060212237e-11,35.8592915332569
"0010-1110-0110-1010",2.24311407403896e-10,32.0537779580234
"0010-1110-0110-1011",4.61227798110182e-11,34.3357295771999
"0010-1110-0110-1100",8.80629969807888e-10,30.0807450056237
"0010-1110-0110-1101",2.75017817506692e-11,35.0816839545933
"0010-1110-0110-1110",4.12240249366802e-10,31.1757955785742
"0010-1110-0110-1111",7.93540994264102e-11,33.5529042892653
"0010-1110-0111-0000",2.57428136261993e-09,28.533183108791
"0010-1110-0111-0001",4.08086334414878e-09,27.8684784541033
"0010-1110-0111-0010",2.69288279641970e-09,28.4682014138621
"0010-1110-0111-0011",4.41718721680801e-09,27.7542248735356
"0010-1110-0111-0100",7.32234939111568e-10,30.3469743343675
"0010-1110-0111-0101",3.96770497132051e-10,31.2309761943779
"0010-1110-0111-0110",1.47277770812698e-09,29.3388131585642
"0010-1110-0111-0111",8.51409326697801e-10,30.1294280547759
"0010-1110-0111-1000",1.13731326614747e-10,33.0336512581715
"0010-1110-0111-1001",6.99003619496176e-11,33.7359091177516
"0010-1110-0111-1010",1.18314956906525e-10,32.976648483895
"0010-1110-0111-1011",9.72016098750215e-10,29.9383007406035
"0010-1110-0111-1100",3.96770497132051e-10,31.2309761943779
"0010-1110-0111-1101",9.96939588461759e-11,33.2237029594658
"0010-1110-0111-1110",5.30841683166563e-10,30.8109992892872
"0010-1110-0111-1111",2.53818527407218e-10,31.8754835667595
"0010-1110-1000-0000",5.84155032997809e-09,27.3510015471165
"0010-1110-1000-0001",2.73298956147275e-10,31.768800999309
"0010-1110-1000-0010",9.25033888259489e-10,30.0097747297005
"0010-1110-1000-0011",2.7960144779847e-10,31.7359091177516
"0010-1110-1000-0100",5.43647200294219e-09,27.4546821354192
"0010-1110-1000-0101",7.04733157360899e-11,33.7241319499752
"0010-1110-1000-0110",5.63213572102247e-10,30.7255988489739
"0010-1110-1000-0111",9.02402213693834e-11,33.3674384369272
"0010-1110-1000-1000",5.11962855902302e-09,27.5413137108498
"0010-1110-1000-1001",2.86476893236138e-11,35.0227902655398
"0010-1110-1000-1010",8.76619293302582e-11,33.4092586126218
"0010-1110-1000-1011",1.54697522347514e-11,35.911758953151
"0010-1110-1000-1100",1.01269581758975e-09,29.8791519556177
"0010-1110-1000-1101",1.13731326614747e-10,33.0336512581715
"0010-1110-1000-1110",1.2834164816979e-10,32.8592915332569
"0010-1110-1000-1111",6.38843471916587e-11,33.8657465553942
"0010-1110-1001-0000",6.09049875020029e-10,30.6127205737834
"0010-1110-1001-0001",4.22266940630067e-10,31.1411256462194
"0010-1110-1001-0010",1.42063891355801e-09,29.390812945301
"0010-1110-1001-0011",7.58017859502821e-10,30.2970491090358
"0010-1110-1001-0100",1.079731410607e-09,29.7866803756501
"0010-1110-1001-0101",2.35197529346869e-10,31.9854080435367
"0010-1110-1001-0110",6.50302547646033e-10,30.5181698731362
"0010-1110-1001-0111",2.69574756535206e-10,31.7885955425859
"0010-1110-1001-1000",1.83058734777892e-10,32.3469743343675
"0010-1110-1001-1001",1.38941293219527e-10,32.74480551824
"0010-1110-1001-1010",1.69594320795794e-10,32.4571930896855
"0010-1110-1001-1011",8.13594376790631e-11,33.5168993358098
"0010-1110-1001-1100",3.74998253246104e-10,31.3123970733692
"0010-1110-1001-1101",4.46330999661903e-10,31.0611669372528
"0010-1110-1001-1110",1.79048058272586e-10,32.378934075765
"0010-1110-1001-1111",1.92512472254685e-10,32.2743290325357
"0010-1110-1010-0000",1.21437555042799e-09,29.6171382042594
"0010-1110-1010-0001",3.38615687805115e-10,31.459632135137
"0010-1110-1010-0010",2.31330091288181e-09,28.6873999108458
"0010-1110-1010-0011",3.43199318096893e-10,31.4402342625257
"0010-1110-1010-0100",2.71264970205299e-09,28.4576500967241
"0010-1110-1010-0101",1.56129906813695e-10,32.5765340356502
"0010-1110-1010-0110",9.96080157782051e-10,29.9030191035869
"0010-1110-1010-0111",2.47516035756023e-10,31.911758953151
"0010-1110-1010-1000",2.5605304717446e-09,28.5409101259195
"0010-1110-1010-1001",1.43238446618069e-11,36.0227902655398
"0010-1110-1010-1010",2.81606786051123e-10,31.7255988489739
"0010-1110-1010-1011",6.35978702984226e-11,33.8722305889644
"0010-1110-1010-1100",6.47724255606908e-10,30.523901178563
"0010-1110-1010-1101",1.16596095547108e-10,32.9977614710482
"0010-1110-1010-1110",2.01106779051769e-10,32.2113192350099
"0010-1110-1010-1111",6.53167316578394e-11,33.8337564411497
"0010-1110-1011-0000",5.07064101027964e-10,30.8771128103441
"0010-1110-1011-0001",5.50608588799857e-10,30.7582538345407
"0010-1110-1011-0010",2.12966922431745e-09,28.8067234824527
"0010-1110-1011-0011",9.66859514671965e-10,29.9459746684889
"0010-1110-1011-0100",5.9042887695968e-10,30.6575176657752
"0010-1110-1011-0101",3.64398608196367e-10,31.3537635000301
"0010-1110-1011-0110",1.48108553803083e-09,29.3306978901122
"0010-1110-1011-0111",4.47476907234847e-10,31.0574677171725
"0010-1110-1011-1000",2.61553403524594e-10,31.8321754053303
"0010-1110-1011-1001",4.35444877718929e-11,34.4187189418709
"0010-1110-1011-1010",1.53838091667806e-10,32.5978681773291
"0010-1110-1011-1011",2.10274039635325e-10,32.1470102024713
"0010-1110-1011-1100",4.64379043935779e-10,31.0039780797969
"0010-1110-1011-1101",2.98508922752056e-10,31.641506893036
"0010-1110-1011-1110",2.07122793809728e-10,32.1687946183634
"0010-1110-1011-1111",3.41766933630712e-10,31.4462681276193
"0010-1110-1100-0000",9.84334605159369e-09,26.5982040392887
"0010-1110-1100-0001",3.47782948388671e-10,31.4210937490588
"0010-1110-1100-0010",1.19976522887295e-09,29.6346007283837
"0010-1110-1100-0011",3.92759820626745e-10,31.2456335995353
"0010-1110-1100-0100",8.01247222692154e-09,26.8951054029603
"0010-1110-1100-0101",1.32352324675096e-10,32.8148974138984
"0010-1110-1100-0110",1.11496806847505e-09,29.7403504605334
"0010-1110-1100-0111",1.54983999240751e-10,32.5871616714877
"0010-1110-1100-1000",7.89816794652032e-09,26.9158348084169
"0010-1110-1100-1001",4.26850570921845e-11,34.4474779348523
"0010-1110-1100-1010",1.30346986422443e-10,32.8369237202284
"0010-1110-1100-1011",2.03398594197658e-11,35.5168993358098
"0010-1110-1100-1100",3.44144691844572e-09,28.1143375962742
"0010-1110-1100-1101",1.3722243186011e-10,32.7627646095783
"0010-1110-1100-1110",4.0278651189001e-10,31.209265576242
"0010-1110-1100-1111",1.16882572440344e-10,32.994221113343
"0010-1110-1101-0000",7.78357718922586e-10,30.2588476050925
"0010-1110-1101-0001",5.42873712682481e-10,30.778664322256
"0010-1110-1101-0010",1.79878841262971e-09,29.0503273583376
"0010-1110-1101-0011",1.28599477373702e-09,29.5344680743989
"0010-1110-1101-0100",9.31049903017448e-10,30.0004224525113
"0010-1110-1101-0101",4.50341676167209e-10,31.0482609530559
"0010-1110-1101-0110",9.6800542224491e-10,29.9442658201507
"0010-1110-1101-0111",6.78377283183174e-10,30.4571930896855
"0010-1110-1101-1000",2.69861233428442e-10,31.7870632057017
"0010-1110-1101-1001",1.08574742536496e-10,33.1005924171434
"0010-1110-1101-1010",2.88195754595555e-10,31.692231865509
"0010-1110-1101-1011",1.67016028756668e-10,32.479294382114
"0010-1110-1101-1100",4.32007155000096e-10,31.1082257420458
"0010-1110-1101-1101",3.44345225669838e-10,31.4354252746033
"0010-1110-1101-1110",5.15944884718284e-10,30.8520639894082
"0010-1110-1101-1111",5.85558769774666e-10,30.6694669743769
"0010-1110-1110-0000",2.11047527247063e-09,28.8197849280278
"0010-1110-1110-0001",4.43752707622777e-10,31.0695250265249
"0010-1110-1110-0010",2.69059098127381e-09,28.4694297622044
"0010-1110-1110-0011",1.1138221609021e-09,29.7418339517087
"0010-1110-1110-0100",5.46769798430493e-09,27.4464192980538
"0010-1110-1110-0101",2.33765144880688e-10,31.994221113343
"0010-1110-1110-0110",2.87937925391642e-09,28.3715950297569
"0010-1110-1110-0111",6.03320337155306e-10,30.6263567342888
"0010-1110-1110-1000",2.72897888496745e-09,28.4489916219505
"0010-1110-1110-1001",2.40640590318356e-11,35.2743290325357
"0010-1110-1110-1010",3.58955547224881e-10,31.3754757559926
"0010-1110-1110-1011",3.9533811266587e-11,34.5581219985363
"0010-1110-1110-1100",2.16948951247727e-09,28.7799972419425
"0010-1110-1110-1101",1.07715311856788e-10,33.1120576036368
"0010-1110-1110-1110",8.22761637374188e-10,30.1788064214914
"0010-1110-1110-1111",3.58669070331644e-10,31.3766276083819
